ARTISTID,ARTISTNAME,ARTISTHOTNESS
ARNEL2O1187FB4421A,Bukka White,0.4244876
ARNG61X1187B98C7DF,5 Blind Boys Of Alabama,0.4242711
ARPATQ21187B9ACAFC,Happy Mondays,0.42410827
AR01IP11187B9AF5D2,Call To Preserve,0.42397627
ARM0RY81187B9AF248,Jerry Goldsmith,0.42382565
ARQQP3Z1187FB5707B,Bert Kaempfert,0.42380846
ARBFCK11187FB4C89B,Brian Eno And David Byrne,0.4236089
ARRIIUT12131B4B784,8Ball & MJG,0.42358035
AR3SEQM1187B98E9E8,Kix,0.4235639
ARNITNO1187FB555D3,Arturo Sandoval,0.4235276
AR4FVK41187FB4BC83,Frankie J,0.4233764
ARWI6LR1187FB46E9F,Richard Galliano,0.42335612
AR31G891187FB3892D,Laid Back,0.42332342
ARJ438T1187B9AD503,Elvenking,0.42330003
ARLKAOO12406A89CB1,Vorstadtkinder,0.42323452
ARSTSEH121318C5B01,Siouxsie,0.42311794
ARZJKZR1187FB3EFC2,Big Mama Thornton with Kansas Bill and his Orchestra,0.4230706
ARHG53Q1187B9ACBFC,Alias,0.4230219
AREEJJK1187FB56DC7,Evolution,0.42284602
ARB2M051187FB56FA9,Ice-T & Chuck D,0.42272136
ARNTLGG11E2835DDB9,Clp,0.42270565
ARNLHY61187FB3A0C0,Organ Donors,0.42258766
ARX2R5A1187FB5B85B,Ann Nesby,0.42257553
AR4CG3B1187FB5B861,The Avengers,0.42251495
AR3AY3R1187FB52CF0,Tracy Byrd,0.42250746
ARTB5PP1187FB523B7,Donny Hathaway,0.42247242
AR5ZGC11187FB417A3,Big Mountain,0.42238042
AR9VEMN1187FB4D75B,Caspa,0.422364
AR31D7E1187FB3BC62,Valient Thorr,0.42224517
AR1DR0E1187FB48F61,Kathy Mattea,0.4221272
ARZCNRW11F50C4A630,Groundhogs,0.42203385
AR5WPYF1187B9B40DA,VHS Or Beta,0.42197397
ARC87OG1187B99F540,Julie Roberts,0.421596
ARKJHKX1187FB5AEE5,Buckwheat Zydeco,0.42144862
AR9XEVF1187B99D017,Borialis,0.4214151
AR06USW1187FB4EACA,The Lord Weird Slough Feg,0.42138827
AR6WICD1187B998708,Christian McBride,0.42138612
ARZH3SW1187B98C96E,Onyx,0.42128727
AR71WYS1187FB5170D,Kelly Sweet,0.42112857
AR1LG7D1187B99BAFF,Weedeater,0.4211201
ARRW6DJ1187FB50A67,Pacha Massive,0.4209455
ARU0HTX1187B98B4C6,Lisa Lynne,0.42093775
ARHL8SP1187B98F8A3,Sick Of It All,0.42080185
ARDXGVT124207832C0,Twinkle Twinkle Little Rock Star,0.42070317
ARWB3G61187FB49404,Steve Morse,0.4206926
AR2HXXS1187B9AF3E2,Jesus Jones,0.42062742
AR2PT4M1187FB55B1A,Los Chichos,0.4205703
ARVZWQ31187B9B8946,Abner Burnette,0.42041263
ARPUTNP1187B9AA71B,André Minvielle,0.42027432
ARJ1BWM1187B9B117B,Embrace the End,0.4201766
ARI0AB01187B9B7D94,Les Brown,0.4201142
ARKBCZ91187B98F486,Coco Montoya,0.42000666
ARDCE3Q1187B99D0D7,Non Phixion,0.42000106
AR8FMEN1187FB4A657,Lizzy Borden,0.41996795
ARHBYTA1187FB3C812,Luar Na Lubre,0.419861
AR0A30G1187B9B183B,M.A. Numminen,0.41977665
AR5FIDV1187FB50D40,Roger Clyne & The Peacemakers,0.41949794
ARINXZA1187FB56902,Remi Nicole,0.41946986
ARHRKTK1187B99E1D5,Jackie Wilson,0.41940814
AR8HQBB1187B99F7BB,Shai Hulud,0.41939846
ARGBNIX11F50C50A01,Anna Vissi,0.41938734
ARKN9J11187B9B210D,DJ Clue / P. Diddy,0.41926548
AR3FOK11187FB3F4EE,Seven Mary Three,0.41916358
AR342K51187B98B571,Olivier Messiaen,0.4191004
ARJGRNY11F4C847277,Twin Atlantic,0.41902804
ARKBTPV1187FB38A79,Faron Young,0.4189897
AR1WC0X1187B991056,Jefferson Starship,0.41894686
ARGQANQ11F50C4769E,Y&T,0.4188958
AR8B1WY1187FB38366,Rakim,0.4188947
ARC1E3F1187B9B9902,El Poder del Norte,0.41877472
ARKWT6J1187B98ED50,Móveis Coloniais de Acaju,0.41874108
ARTX57T1187B98F34B,Luciano,0.41873622
ARJ8ZIQ1187FB3FB5A,Milo,0.41851217
ARIIEQL1187FB5CE68,Buddy Miles,0.41842958
AR3GE071187B9A6D71,Johannes Linstead,0.4184181
ARGE4J31187B9B41EE,Sofia Karlsson,0.4183567
ARAJPHH1187FB5566A,Shangri Las,0.41821653
ARIF6IS1187B98FDEB,Primordial,0.4181931
AR8ANXA1187B98BFC3,Hellsongs,0.41818994
ARTE3P61187B9A709D,Roger Williams,0.41798228
AR9O0LF1187B99D0D1,Aisha Duo,0.41796735
ARWJHW61187B98FA8E,Papa Wemba,0.41788536
AR91GW21187FB4F642,Roger Miller,0.41787058
ARW1WST1187FB384DA,Jope Ruonansuu,0.41784614
ARK24KH1187B9B6B93,Vaselines,0.41781908
AREFFEC1187B98E12F,Digital Mystikz,0.41774532
ARF0COO1187B99B9EF,Cauterize,0.41772735
ARODFDS1187FB57348,Sergio Mendes,0.4176015
AROGWRA122988FEE45,Christos Dantis,0.41759333
ARJJRZ41187FB4C856,Floor,0.41759187
ARMJAGH1187FB546F3,The Box Tops,0.41749963
ARVJ6541187B9A4C3E,Månegarm,0.41741303
ARYJ6RP1187B9B3827,Cindy Morgan,0.41741046
ARJE0KX1187FB53E82,Energy,0.41740578
ARDGPFY1187B9A371B,Long Beach Dub Allstars,0.41735107
ARAO0RA1187FB587F2,My Little Airport,0.41717294
ARVQZNK11E2835CDAC,Archie Bell and The Drells,0.41712457
ARL62M311C8A4213F2,Katie Armiger,0.41709885
ARXK4YK1187FB4D0C4,Dub Pistols feat. Lindy Layton & Rodney P,0.4170689
ARAUQAL1187FB5B374,ISRAEL & NEW BREED,0.4170331
ARXW2MN1187B9B8817,X-Ecutioners featuring Big Pun,0.41693586
ARMLEY51187FB5BF8F,Havok,0.41687176
ARU5BXG119B86698FE,Stefano Battaglia_ Giovanni Maier_ Michele Rabbia,0.41678655
ARS6L1E1187FB585B6,Karlheinz Stockhausen,0.4167621
ARM9QAE1187B9AF687,Shaman,0.41664413
ARSCJQW1187B9B3523,Hoods,0.41661012
ARB4ZRM1187B993147,Dark Fortress,0.4165294
ARKETDZ1187B9B2566,Marlene Dietrich,0.41650394
ARQFPFK1187FB533E1,Roger McGuinn,0.41643518
ARB29H41187B98F0EF,Terry Callier,0.41617307
AR0WCZW1187B99F592,Tommy Torres,0.41601923
ARR6CVD1187FB3F2BF,David Phelps,0.41594955
ARYZV2X1187B997BE7,Chris Standring,0.41593763
ARJA5XT1187B9B89AA,David Tao,0.41589713
ARGUNFT1187FB3B140,Dave Alvin,0.4158249
ARJD6I01187FB50347,Anna Abreu,0.41574848
ARRE5MX1187B992292,Frankie Negron,0.41565603
ARV57NY1187FB3C1DC,Tommy Castro,0.4155829
ARDG9Z71187B997023,Public Image Ltd,0.4155171
AR07CRG1187FB594FA,Seventh Star,0.41549334
ARWQ3M31187FB4CF01,ARRESTED DEVELOPMENT,0.41544166
ARSS4Y41187B9B0AC6,Bobaflex,0.41540894
ARHLYXD11F50C4B49E,Bruisers,0.41535372
ARUTP601187FB388AC,The Elders,0.41530365
ARNNHLN1187FB42912,Yahir,0.41523594
ARS2W231187B99EDEC,Mase,0.4151146
ARWQQYJ1187B9ADC4C,Anubis Spire,0.4150114
AR508LN1187B996F4E,Lole y Manuel,0.41498527
AR1RHCO1187B9AF0BF,Vince Guaraldi,0.4148926
ARRHVGT1187B98D603,Dynamite Deluxe,0.41483495
ARWIN9D1187B98E544,Jason & The Scorchers,0.41478387
AREOREU1187B99AACD,Rhian Sheehan,0.41478065
ARQPT7O1187B9AAF4F,The Sensational Alex Harvey Band,0.41466737
ARXAFO11187B9AEBFE,Urge Overkill,0.41465634
ARM4WGN1187FB3C746,Kyle Eastwood,0.41463137
ARPTJHV11F4C83EF53,Mighty Diamonds,0.41460958
ARZ1PTN1187B9967D9,Gene Autry,0.41458958
AR3DYAD1187FB3964E,Chet Atkins,0.41457883
ARQ4E5R1187B9B3A3E,QBO,0.41453433
ARV91AY1187FB52E52,Love and Rockets,0.41440448
AR9OMFE1187FB3BB54,Pete Rock & C.L. Smooth,0.41439956
ARGFFF91187FB4FA62,Northern State,0.4142927
ARDDWUI1187FB379F7,Amoral,0.41427568
AR76DOS1187FB5AE78,The Jeff Healey Band,0.41423625
ARDIKTV11F43A69FA4,Deodato,0.4141965
ARNFTGS1187B9A465F,Bedwetters,0.4140795
ARC2HVM1187B98CE05,Clay Crosse,0.4140113
ARNUPIM11F4C83BD4D,Melt Banana,0.4138851
ARN3X4T1187B99EA39,Jacky Cheung,0.41377217
AR3KXHI1187FB3A8BF,Dora The Explorer,0.41375765
ARUP7CF1187FB40EEB,Abrar - Ul - Haq,0.4136655
AROTIMO1187FB532BF,DJ Quik,0.4133939
AROF8OV1187FB55B85,Pelle Carlberg,0.41329628
AR4R0741187FB39AF2,Bow Wow Wow,0.41326138
ARLAWDD1187FB48367,Carlos Vives,0.41325468
ARN5W1B1187B98BE10,Warrior King,0.41323787
ARSSR8L1187B990BC5,Joey Negro,0.41315985
ARMY5XE1187FB38AF3,Novembre,0.4130704
ARYXGST1187B991071,Uman,0.4128301
ARPGCHN1187B9A2831,Nicky B,0.41269976
AR9ODB41187FB459B2,Organized Konfusion,0.41267163
ARYVLXY1187FB373B0,Maurane,0.41261083
ARJR7S11187FB36A2A,The Forms,0.41252804
ARR9XHK1187FB3894D,Leila Chicot,0.4123907
ARVQV7Q1187FB59C5D,Little Angels,0.41229838
AROEL1B1187B988B90,Lost Boyz,0.4122406
ARWBZWU1187B98F7FB,Jimmy Herring,0.4121553
AR3OS8N1187B9A5F87,deadboy & the Elephantmen,0.41214427
ARJNRA61187FB57724,Weirdos_ The,0.41213033
ARQ3VBJ1187FB3FE55,Dario Marianelli,0.41211554
ARGEKDX1187FB3A5BF,Marcus Miller,0.4121105
ARS8KBY1187FB4BC7E,Kurupt,0.41179782
ARNQAVF11F4C844C04,Despina Vandi,0.41168895
ARSTA431187B9A3599,Dennis Brown,0.41165096
ARASJQK1187FB5B9D1,Buddy Jewell,0.41160858
AR531IG1187FB59B35,Back Door Slam,0.4115458
ART9GX11187B9B0EDC,Super700,0.41149542
ARV2V751187FB4330F,Rah Digga (Featuring Outsidaz),0.41144815
ARNSTES1187FB4FC9B,Shinehead,0.41136414
ARHAEXZ1187FB54F3C,N.E.R.D.,0.41129524
ARGOLWM1187B98CEDE,Commissioned,0.41121852
AR35YUO1187B9AD83E,Wet Wet Wet,0.4111957
AR3DLBB1187B98F3DF,The Statler Brothers,0.41095024
ARNWZ1N1187B9B71BA,Handsome Boy Modeling School,0.4108508
ARSWXNX1187FB3D04E,Chango Spasiuk,0.41084158
ARD1C9K1187FB3F742,Pariah,0.41079682
ARS2KW51187B9B556E,X,0.41074356
AR88F5X1187FB3EA17,Loretta Lynn,0.41054112
ARFKYG51187FB4CE41,April Wine,0.4104772
ARCT5P61187FB3D950,The Impressions,0.41024742
ARN1SGT1187B9AC5A4,Inner Circle,0.4100797
ARNZPLV1187FB3DF5D,Capleton,0.4100536
ARUGX5X1187FB468C4,Dino,0.4098184
AR9JLBU1187B9AAEC4,Danny Williams,0.409779
AR1WU211187FB57E2B,Terry Riley,0.40976262
AR97V5X1187FB4AE98,Deep Blue Something,0.4097294
ARIVB351187B9B485E,Porno For Pyros,0.40971267
AR02PUA1187FB52574,Delta 9,0.4095506
ARAA88L1187B9A29C1,Bodies In the Gears of the Apparatus,0.40951872
ARK9W051187FB4B783,Zombina & The Skeletones,0.40948427
ARAHQDS1187FB55275,Maysa,0.4094649
AR21EJD1187FB3B9A9,Beto y sus Canarios,0.4094136
ARVEZFH1187B9A6F9C,Dominic,0.4093054
ARR2TI31187FB380FE,The Field Mice,0.40929213
ARLGLI61187FB4693E,Ghost Machine,0.4092809
ARY0XD81187FB5CF38,Mustafa Sandal,0.40924802
ARH0NCL1187B99B41A,Quadro Nuevo,0.40924463
ARM5JLS1187FB3615B,Tammy Wynette,0.40919605
ARXHDZ81187FB43F80,Adrienne Pierce,0.40919265
ARJDMBO1187B9AD118,Johnny Osbourne,0.40913486
ARE9SYU1187B9B9838,Jerry Reed,0.40902776
AROSGVP1187B9B011F,The Clancy Brothers,0.40895584
ARY8LJ11187FB4019B,Floyd Cramer,0.40886173
AR4CH531187FB4EA21,Abysmal Dawn,0.40880108
ARPU5CQ1187FB4469F,Art Ensemble Of Chicago,0.40879
ARE9Y761187B98AEB6,Mint Condition,0.4087071
ARP32X81187B99EBF5,Vanessa Bell Armstrong,0.40864682
ARV8DLF1187B9A4C7C,The Mighty Clouds Of Joy,0.40863472
ARZTGQE1187FB461D9,Ideal,0.40848523
ARVBG53119B8668924,Sub Swara,0.40842488
ARVMGEJ1187B98E672,Opiate For The Masses,0.40841994
ARSYOWS1187FB41157,The Rascals,0.4080918
ARB9WJ11187B98BF17,Steve Smith,0.4079247
ARUME5Q1187B9B1AA7,Kristine W.,0.40789846
ARJIWJH1187FB3F6B9,Elvin Bishop,0.40788797
ART6QCS1187FB40CBD,Los Auténticos Decadentes,0.40782157
ARIKFQP1187B99A246,Stille Volk,0.40760258
AR2VROU1187FB532D7,The Token,0.407539
ARC5Q0L1187B98D463,Enter the Haggis,0.40738684
ARI4NXX1187FB59DF2,Raze,0.40737316
ARJRRJZ11F50C47E95,Big Rich,0.4073648
AR2MEUK1187B992D1B,Jeff Scott Soto,0.40734428
AREZWC61187FB52DCF,Johnny Nash,0.4072839
AR4OMY81187B9B31E7,Cursed,0.4072397
ARGRMG41187B99AB1E,Toby Emerson,0.40718985
AR07QYZ1187FB5BF78,Letters To Cleo,0.4067571
ARU24791187B996E24,Prisma,0.4067492
ARDI88R1187B98DAB2,Foxy Brown,0.4066861
AR6UVLC1187B9B4D4C,Suzi Quatro,0.40664265
ARM4J201187B9B8B3B,Gustavo A. Santaolalla,0.40662622
ARO7FES1187B9A59BE,M.I.K.E.,0.40659148
ARI4RPW1187B9B862D,Hermeto Pascoal,0.40658292
ARVMFE61187B992463,Darwin Hobbs,0.40658167
ARWONOR1187FB3817C,Geddy Lee,0.40651786
ARMR44C1187FB433D2,Penguin Café Orchestra,0.40650824
ARN5MQ11187B98A12D,2-Gether feat. Sarinah,0.40643173
ARLI9NJ1187B9911FB,Vodka Collins,0.40640965
ARBX0VO1187B98A412,Zebra,0.4063676
ARIEIJW1187B98F6DD,Oliver Kalkofe,0.40619874
AR4BSBD1187B9ACD3A,One Block Radius,0.40609267
ARVNK831187FB48831,Shakedown,0.40606254
ARKL75U1187FB5B8B6,BoDeans,0.40596735
AR1H4F51187B9946A5,Sunidhi Chauhan / Anu Malik / Jatin Sharma,0.40576702
ARMZSTW1187B99DC0D,Jericho,0.40574896
ARYFAT91187B99FEF5,Tigertailz,0.40567213
AR3O66A1187FB39519,Sinch,0.40565777
ARXK6E71187FB4AA1E,The Cliks,0.4056571
ARQDWBG1187B9891D7,Zeromancer,0.405619
ARYYTAY1187B9B5F9D,Paloalto,0.4055962
ARNLHY61187FB3A0C0,Organ Donors,0.40549842
AR6KNZ01187B9A35D1,Justo Almario,0.4053608
ARWSCGO1269FCD5E49,Hef feat. Big2 & Dio,0.40535408
ARKULSX1187FB45F84,Trafik,0.405352
ARJ9DSA1187B990E00,John And The Bluesbreakers Mayall,0.4052347
AREOGMA1187B9908EF,Hot Tuna,0.40517837
ARWRS4D1187FB3FCD4,Elakelaiset,0.40514344
ARHK7A51187FB411D8,Roy Rogers,0.40508035
ARY80281187FB3E380,Sandi Thom,0.4050313
ARWWYK211C8A415AD4,Micachu,0.40502545
AR0J0OD1187FB3AFB5,The Scare,0.40491003
ARPBNLO1187FB3D52F,Tiny Tim,0.40489733
ARDNQ0R1187B9BA1EF,Lonnie Johnson,0.40482712
ARYYCVC1187B9A8510,Bessie Smith,0.40479806
ARNHTNJ11ECC836DAF,Smash Palace,0.40470886
AR4GJ3V1187FB4245B,Zapp,0.40466464
ARQ30G91187B9B8C12,Steinski,0.40457523
ARG4KW31187FB51B7C,Atomic Rooster,0.40456653
AR8W8DN1187FB35ED0,The Germs,0.40439263
ARJV9031187B9AAFA1,Kyle Riabko,0.40421137
ARMM7T01187B9B31E0,Frank Caliendo,0.40420157
ARCFOZ71187FB43A0D,The Dirty Skirts,0.4041822
ART1R9I1187B9B3324,Margaret Becker,0.40415767
ARVI9KK1187B9AACB4,Jan Wayne,0.4041169
ARS2FUA1187B9ADABF,Indigenous,0.40405273
ARAH4TU1187FB51D28,Bill Laswell,0.40403974
ARO31HI1187B9A12E4,Original Love,0.40379485
AR1QXAQ1187FB47FAC,Sticky Fingaz,0.40378425
AR70C8A1187B99B56D,Papp'os Blues,0.40368903
ARAJ5XN1187B9B578B,Jimmy Johnson,0.40368295
ARXHWL31187FB476F4,unloco,0.403602
ARZFRQM1187B9A9772,Vanessa Daou,0.40358824
ARCZ20M1187FB49687,Tony Joe White,0.40350968
AR81BPV1187B9AED0E,The Fire Theft,0.40349028
AR2MD2P1187FB5B328,Marshall Crenshaw,0.40325046
AR8Q4RZ1187FB46BDC,T-Bone Walker,0.40319797
ARXRMXD12086C1309C,Jean-michel Rotin,0.4030661
ARYIQQN1187FB55196,Blessid Union Of Souls,0.4030322
ARUEYGC1187FB3D94B,The Chi Lites,0.4030008
ARBPRTL11F4C83CB05,Oak Ridge Boys,0.4028358
AR2VJMU1187B9947AF,Donna Fargo,0.4026278
ARS8HNI1187B9B0785,Cachao,0.4026268
ARJ3DXR1187FB4F879,Dirty Harry,0.40259433
ARO9XCZ1187B99C255,Nolwenn Leroy,0.40258324
ARPISA41187FB3DE42,Humble Pie,0.4024959
ARYW3V11187B99C8C9,Georgia Satellites,0.40246192
AR6OTKA1187B9B6697,32 Leaves,0.4023911
ARDP3WW1187FB3D28C,Sue Foley,0.4022031
AR37XMN1187B9AC408,Lighthouse Family,0.40216705
ARA8O8L1187B9AD61D,Professor Longhair,0.4020549
AR9XZPA1187B9AC7D4,Spectra Soul,0.40204412
ARFQ7RR1187FB3CC0A,Badmarsh & Shri,0.40203387
ARD7TVE1187B99BFB1,Casual,0.40199754
ARMYKRB1187B98CFF0,Cowboy Mouth,0.40199253
ART703V1187FB4FD63,Operator,0.4019364
AR3Q3QT1187FB396E7,Sanna Nielsen,0.40173498
ARJ66JQ1187B99D2FF,Wordsworth,0.40173435
ARXR32B1187FB57099,Gob,0.40172368
AR8I87E1187FB57E2E,Andrae Crouch,0.40146205
AR6PMJQ1187B9B9655,3 Steps Ahead,0.40135422
ARUTS6Y1187FB5BDAB,Twila Paris,0.40123913
ARHHNN41187B98B4D5,Miranda Lee Richards,0.40120965
ARDK0551187FB5AC48,Blind Willie Johnson,0.40114474
ARHNCQ31187B9915DC,Los Cisnes,0.40109846
ARW9SN11187FB52D0D,City High,0.40109026
ARNFLMN1187FB50BB3,Chroma Key,0.40105972
ARH0ZIQ1187B99EC94,Cotton Candy,0.40105066
ARHYNR9119B8668FA3,The Oh Sees,0.40095213
AR6KB411187FB40C09,Hubert Kah,0.4008794
ARFAX4X1187B9A89CB,Beautiful Creatures,0.40083206
ARPAAPH1187FB3601B,Bacilos,0.40070522
AREU6JB1187B9911D4,Virtuoso,0.4006243
ARFJD5L1187B9A30BA,Los Van Van,0.40051794
ARADC5W1187B993322,Dottie Rambo_ The Whites,0.40045047
ARNTTHK1187B98FF64,Andy & Lucas,0.40038776
ARI2G3D1187B98D8A0,Extrabreit,0.4003066
ARTXNYR12802FDE977,ZombieSuckers,0.4002372
AR49A9P1187FB3BBBF,Saigon Kick,0.40022177
AR07VS41187FB37944,Mungo Jerry,0.4002113
ART35UC1187FB4CC25,The Flies,0.40020806
ARPZIIA1187FB4CB9F,Eldar,0.40018556
AR6TZJQ1187B9AD572,Pierre Boulez,0.4001077
